MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.8036,37.0,5.842592592592593,1.1265432098765429,911.0,2.811728395061728,34.18,-118.51,2.9530000000000003
3.1885,31.0,4.2789473684210515,1.0973684210526315,1411.0,1.8565789473684209,34.17,-118.51,2.19
3.675,43.0,4.871060171919772,1.0888252148997135,930.0,2.6647564469914045,34.18,-118.52,2.131
3.6534,46.0,5.297709923664122,1.1145038167938932,1047.0,2.66412213740458,34.18,-118.52,2.16
3.1923,42.0,4.173575129533679,1.0621761658031088,879.0,2.2772020725388598,34.18,-118.52,2.218
3.855,18.0,4.770029673590504,1.0474777448071215,2897.0,2.1491097922848663,34.17,-118.53,2.438
6.1274,11.0,6.75,1.0875,386.0,2.4125,34.17,-118.54,3.159
5.0605,32.0,5.735238095238096,1.0076190476190476,1287.0,2.4514285714285715,34.18,-118.55,3.11
5.4088,39.0,6.543165467625898,1.0467625899280577,770.0,2.7697841726618706,34.18,-118.56,4.573
3.0943,17.0,3.9572133845309927,1.0938014262205156,4100.0,2.249040043883708,34.18,-118.54,1.745
3.1887,16.0,3.79831045406547,1.0432946145723336,3687.0,1.9466737064413941,34.18,-118.53,1.893
5.6738,34.0,6.589812332439679,1.160857908847185,1034.0,2.7721179624664884,34.17,-118.54,4.436
2.8528,25.0,3.8976744186046512,1.036046511627907,1815.0,2.11046511627907,34.17,-118.54,4.25
7.8392,36.0,7.762773722627737,1.083941605839416,761.0,2.7773722627737225,34.17,-118.55,5.00001
7.1322,35.0,7.718346253229973,1.0103359173126616,1244.0,3.214470284237726,34.17,-118.56,5.00001
3.2154,20.0,4.133444338725024,1.0601807802093244,7450.0,1.7721217887725975,34.17,-118.52,2.596
5.17,39.0,6.190804597701149,1.0988505747126436,1219.0,2.802298850574713,34.16,-118.52,3.3539999999999996
3.6141,32.0,4.738666666666667,1.016,1623.0,2.164,34.16,-118.53,2.906
5.4609,23.0,6.165837479270315,1.102819237147595,4076.0,2.2531785516860143,34.16,-118.51,5.00001
8.7172,32.0,7.693430656934306,1.1277372262773722,769.0,2.8065693430656933,34.16,-118.48,5.00001
6.4958,37.0,6.872164948453608,1.0061855670103093,1171.0,2.414432989690721,34.16,-118.49,5.00001
7.138999999999999,34.0,7.093999999999999,1.046,1187.0,2.374,34.16,-118.5,4.24
13.4196,33.0,8.25531914893617,1.0292553191489362,1111.0,2.9547872340425534,34.15,-118.5,5.00001
4.1429,37.0,5.67741935483871,0.9935483870967742,369.0,2.3806451612903228,34.17,-118.5,3.036
10.3587,33.0,7.793388429752066,0.9917355371900828,1010.0,2.7823691460055096,34.15,-118.49,5.00001
10.6796,28.0,8.406175771971496,1.0475059382422802,1190.0,2.826603325415677,34.14,-118.49,5.00001
11.2979,24.0,8.321969696969697,1.0132575757575757,1443.0,2.7329545454545454,34.13,-118.49,5.00001
12.8879,28.0,7.703196347031962,1.0319634703196348,2431.0,2.7751141552511416,34.14,-118.51,5.00001
9.2189,28.0,8.046511627906979,1.0534883720930233,2515.0,2.9244186046511627,34.14,-118.53,5.00001
10.2292,26.0,8.043754972155927,1.030230708035004,3599.0,2.8631662688941923,34.15,-118.54,5.00001
10.4399,23.0,8.31067125645439,1.023235800344234,3585.0,3.0851979345955245,34.14,-118.56,5.00001
3.2241,28.0,4.188376753507014,1.1396125584502341,2549.0,1.702738810955244,34.15,-118.43,2.958
7.672000000000001,42.0,5.95852534562212,0.9861751152073732,459.0,2.115207373271889,34.15,-118.43,4.676
3.7125,26.0,4.915254237288137,1.1305084745762712,1090.0,1.847457627118644,34.15,-118.43,4.474
2.8448,31.0,4.356807511737089,0.9976525821596244,795.0,1.8661971830985915,34.15,-118.43,3.6060000000000003
3.415,29.0,4.128205128205129,1.098793363499246,2352.0,1.7737556561085972,34.15,-118.44,3.825
10.0549,44.0,7.083665338645417,1.0,641.0,2.553784860557769,34.15,-118.44,5.00001
4.6375,15.0,4.350393700787402,1.059055118110236,1669.0,1.6427165354330708,34.15,-118.44,3.591
3.2813,37.0,4.784946236559139,1.025089605734767,539.0,1.9318996415770608,34.15,-118.44,3.017
2.9352,38.0,4.043731778425656,0.9825072886297376,713.0,2.0787172011661808,34.15,-118.44,3.045
3.6171,22.0,4.072840790842872,1.0603537981269509,3303.0,1.7185223725286158,34.16,-118.45,3.1830000000000003
4.1727,10.0,4.101503759398496,0.9774436090225564,517.0,1.9436090225563907,34.15,-118.45,3.326
4.5656,20.0,5.147410358565737,1.0610889774236387,1334.0,1.7715803452855243,34.15,-118.45,4.784
3.4698,38.0,5.339285714285714,1.0714285714285714,598.0,2.1357142857142857,34.16,-118.46,2.654
3.8273,16.0,4.029850746268656,1.0535557506584723,2195.0,1.927129060579456,34.16,-118.46,3.3489999999999998
4.6419999999999995,7.0,4.854503464203233,1.1339491916859123,2381.0,1.8329484218629717,34.15,-118.47,4.573
4.6,30.0,6.246732026143791,1.2091503267973855,1449.0,2.367647058823529,34.16,-118.47,3.925
8.2269,43.0,7.309090909090909,1.0636363636363635,267.0,2.4272727272727272,34.15,-118.47,5.00001
5.4591,31.0,5.981132075471697,1.0117924528301887,990.0,2.3349056603773586,34.15,-118.48,4.955
6.7082,30.0,6.68,1.020952380952381,1427.0,2.718095238095238,34.16,-118.48,5.00001
10.3599,31.0,8.403967538322814,1.0306582506762851,2980.0,2.6871055004508566,34.14,-118.48,5.00001
8.8115,34.0,6.99070385126162,1.0239043824701195,1738.0,2.308100929614874,34.14,-118.46,5.00001
8.152999999999999,36.0,7.580474934036938,1.1081794195250658,850.0,2.242744063324538,34.14,-118.47,5.00001
7.629,34.0,6.00658978583196,1.0049423393739705,1390.0,2.28995057660626,34.14,-118.47,5.00001
10.9237,44.0,7.837962962962963,1.1064814814814814,498.0,2.305555555555556,34.14,-118.43,5.00001
8.2954,37.0,6.606606606606608,1.0435435435435436,1521.0,2.283783783783784,34.13,-118.43,5.00001
7.9625,33.0,6.520599250936329,1.0262172284644195,588.0,2.2022471910112356,34.14,-118.45,4.908
9.042,52.0,7.962085308056872,1.127962085308057,493.0,2.3364928909952605,34.15,-118.35,5.00001
4.3,41.0,5.4454685099846385,1.0721966205837177,1221.0,1.8755760368663597,34.15,-118.36,5.00001
3.6202,34.0,4.382035928143711,1.102994011976048,1338.0,1.6023952095808385,34.15,-118.36,3.661
3.1373,23.0,3.752241238793806,1.0749796251018744,2391.0,1.9486552567237163,34.15,-118.37,2.6310000000000002
3.3669,29.0,4.589877835951135,1.0767888307155322,1071.0,1.869109947643979,34.15,-118.37,3.761
3.1289,42.0,4.508604206500956,1.0439770554493308,1065.0,2.0363288718929256,34.16,-118.38,3.2060000000000004
4.3036,36.0,5.065630397236616,1.069084628670121,1115.0,1.92573402417962,34.15,-118.38,3.659
4.2031,29.0,4.844236760124612,1.0124610591900312,1212.0,1.88785046728972,34.15,-118.39,3.944
3.4612,29.0,5.0109289617486334,0.989071038251366,379.0,2.07103825136612,34.15,-118.39,4.25
3.2388,20.0,4.137791286727457,1.0759878419452888,1637.0,1.6585612968591692,34.16,-118.39,2.563
3.0398,31.0,4.587470449172577,1.074468085106383,1535.0,1.8144208037825056,34.15,-118.4,3.6910000000000003
4.3468,33.0,4.639815880322209,0.998849252013809,1695.0,1.9505178365937856,34.15,-118.41,4.2589999999999995
4.615,48.0,5.396825396825397,1.0396825396825398,268.0,2.126984126984127,34.15,-118.42,3.714
4.3214,18.0,5.6456456456456445,1.2612612612612613,681.0,2.045045045045045,34.15,-118.42,3.7230000000000003
5.2853,31.0,5.169444444444443,1.1944444444444444,736.0,2.0444444444444443,34.15,-118.42,3.5589999999999997
4.0208,17.0,4.694915254237288,1.1864406779661016,119.0,2.016949152542373,34.16,-118.42,3.417
0.536,46.0,9.0,1.5,20.0,3.333333333333333,34.16,-118.42,3.75
4.3889,41.0,5.741007194244604,1.1990407673860912,837.0,2.0071942446043165,34.15,-118.4,3.804
5.0754,44.0,5.196280991735537,1.0537190082644627,967.0,1.9979338842975207,34.15,-118.4,3.745
4.1656,24.0,4.687951807228917,1.0433734939759036,1568.0,1.8891566265060242,34.15,-118.41,3.647
6.082999999999999,46.0,6.310077519379845,1.0038759689922478,500.0,1.937984496124031,34.15,-118.41,4.24
3.6823,30.0,4.3,0.990625,629.0,1.965625,34.14,-118.36,2.952
3.5714,8.0,3.1055988660524445,1.1055988660524452,2138.0,1.5152374202693126,34.14,-118.37,1.979
3.7986,21.0,4.268738574040221,1.0612431444241317,1914.0,1.7495429616087752,34.14,-118.37,3.677
7.7112,42.0,5.59375,1.0044642857142858,492.0,2.196428571428572,34.14,-118.38,3.867
5.5683,19.0,5.2875,1.0770833333333334,2021.0,2.105208333333333,34.14,-118.39,3.092
3.1146,36.0,4.0910470409711674,1.0819423368740515,905.0,1.3732928679817906,34.15,-118.39,3.735
4.3333,39.0,5.7913669064748206,1.0,511.0,1.8381294964028776,34.13,-118.35,3.859
4.2415,41.0,5.105015673981192,1.0642633228840126,1237.0,1.938871473354232,34.12,-118.34,4.096
8.0499,36.0,6.080530973451327,1.0442477876106195,2216.0,1.9610619469026551,34.13,-118.36,4.956
3.5096,23.0,3.939330543933055,1.0711297071129706,774.0,1.6192468619246865,34.14,-118.37,3.964
8.5677,28.0,6.970731707317072,1.0195121951219512,1498.0,2.4357723577235766,34.13,-118.37,5.00001
6.5533,34.0,6.43115438108484,1.086230876216968,1572.0,2.1863699582753826,34.14,-118.39,5.00001
6.0876,40.0,5.504201680672269,0.9915966386554622,666.0,1.865546218487395,34.14,-118.38,4.838
10.5575,32.0,7.343999999999999,1.0275555555555556,2712.0,2.4106666666666667,34.13,-118.4,5.00001
6.0678,52.0,6.420454545454546,1.0643939393939394,595.0,2.253787878787879,34.14,-118.4,3.9930000000000003
5.1377,45.0,4.738636363636363,1.0113636363636365,187.0,2.125,34.14,-118.4,3.6069999999999998
5.7379999999999995,33.0,5.984615384615385,1.1,258.0,1.984615384615385,34.14,-118.41,4.976
4.0439,27.0,4.9875,1.115,1417.0,1.77125,34.14,-118.42,5.00001
12.7823,38.0,7.422480620155039,1.0038759689922478,1292.0,2.503875968992248,34.13,-118.42,5.00001
5.5291,52.0,5.937984496124032,1.049095607235142,1203.0,3.1085271317829464,34.14,-118.22,2.7460000000000004
3.7404,52.0,5.807531380753138,1.1338912133891212,735.0,3.0753138075313813,34.14,-118.22,2.477
5.5524,52.0,6.129032258064517,1.0419354838709678,1842.0,2.9709677419354836,34.14,-118.2,2.9389999999999996
3.6058,46.0,5.234649122807016,1.0701754385964912,1181.0,2.5899122807017543,34.14,-118.19,2.5789999999999997
5.2962,38.0,6.148148148148147,1.0101010101010102,793.0,2.67003367003367,34.14,-118.19,2.915
2.3958,39.0,3.043956043956044,0.978021978021978,182.0,2.0,34.14,-118.23,1.75
5.5456,50.0,5.678571428571429,1.0993788819875776,1725.0,2.6785714285714284,34.14,-118.22,2.5810000000000004
5.7794,35.0,5.493554327808472,0.9686924493554327,1614.0,2.972375690607735,34.13,-118.22,2.7239999999999998
4.0909,52.0,5.358974358974359,1.1948717948717948,1219.0,3.1256410256410256,34.14,-118.2,2.042
3.2222,44.0,4.343669250645995,1.0516795865633075,1105.0,2.8552971576227386,34.14,-118.21,1.865
2.2267,25.0,3.2448979591836733,1.0680272108843538,1412.0,2.401360544217687,34.14,-118.21,1.8980000000000001
3.9375,51.0,5.231805929919138,1.018867924528302,1012.0,2.7277628032345014,34.14,-118.2,2.17
4.3359,47.0,5.070281124497992,1.0502008032128514,1514.0,3.040160642570281,34.14,-118.19,2.092
3.925,52.0,4.635944700460829,1.0552995391705071,1314.0,3.0276497695852536,34.13,-118.19,1.804
3.5349,52.0,4.646118721461186,1.047945205479452,2589.0,5.910958904109589,34.13,-118.2,1.936
3.25,52.0,4.324561403508772,1.0719298245614035,1433.0,2.5140350877192983,34.13,-118.21,2.142
2.7098,47.0,4.330601092896175,1.147540983606557,949.0,2.5928961748633883,34.13,-118.22,1.7380000000000002
3.3542,52.0,4.882716049382716,1.0740740740740742,501.0,3.092592592592593,34.13,-118.22,1.781
3.5341,52.0,4.929203539823009,1.0508849557522124,1311.0,2.9004424778761067,34.13,-118.18,1.821
1.9219,52.0,3.819787985865725,1.0989399293286222,904.0,3.1943462897526502,34.12,-118.18,1.651
4.21,45.0,5.089171974522293,1.0360934182590231,1569.0,3.3312101910828025,34.12,-118.18,1.679
2.9154,35.0,4.2446280991735525,1.1107438016528923,1696.0,2.803305785123967,34.12,-118.17,1.692
2.369,29.0,4.030534351145038,1.1251908396946564,1795.0,2.740458015267176,34.12,-118.18,1.734
3.7813,30.0,4.656551724137931,0.993103448275862,1990.0,2.7448275862068967,34.12,-118.17,2.32
3.1287,50.0,4.467576791808874,1.0307167235494878,883.0,3.0136518771331064,34.13,-118.19,1.98
4.2344,52.0,4.1656441717791415,0.8098159509202454,483.0,2.96319018404908,34.12,-118.19,1.625
2.3071,41.0,4.4442538593481995,1.169811320754717,2366.0,4.058319039451115,34.12,-118.19,1.464
4.0417,44.0,4.322695035460993,1.1489361702127658,1036.0,3.673758865248227,34.12,-118.19,1.706
2.7012,36.0,3.9957686882933703,1.0155148095909732,2148.0,3.029619181946404,34.12,-118.19,1.7209999999999999
4.0052,30.0,4.237735849056604,1.0364779874213836,2032.0,2.5559748427672955,34.13,-118.2,1.964
3.3438,50.0,5.102787456445993,1.024390243902439,1931.0,3.36411149825784,34.13,-118.2,1.736
3.3326,52.0,3.8916256157635463,1.0492610837438423,1462.0,3.600985221674877,34.12,-118.2,1.676
2.9194,41.0,4.211920529801326,1.1103752759381895,1557.0,3.437086092715232,34.12,-118.2,1.62
3.4625,52.0,4.953271028037383,1.1214953271028036,1127.0,3.5109034267912773,34.12,-118.21,1.739
3.6845,41.0,3.8232931726907635,1.0321285140562249,1666.0,3.345381526104417,34.12,-118.21,1.758
2.5139,52.0,3.6038781163434894,1.0775623268698058,1189.0,3.2936288088642662,34.12,-118.21,1.9
4.0625,52.0,3.645161290322581,0.9301075268817204,791.0,4.252688172043011,34.11,-118.2,1.713
2.5211,46.0,3.684793554884189,1.0755287009063443,4153.0,4.1822759315206435,34.11,-118.2,1.629
3.0,52.0,3.9604166666666663,1.09375,1856.0,3.8666666666666663,34.11,-118.2,1.564
2.8125,44.0,3.845208845208845,0.977886977886978,1500.0,3.6855036855036856,34.12,-118.2,1.556
2.987,46.0,4.1660516605166045,1.0086100861008611,2833.0,3.4846248462484626,34.12,-118.19,1.7690000000000001
2.1667,40.0,4.019047619047618,1.1047619047619048,1032.0,3.2761904761904757,34.11,-118.19,1.5
2.4932,35.0,3.7172312223858617,1.1030927835051547,2487.0,3.6627393225331364,34.12,-118.19,1.6769999999999998
2.6591,33.0,5.1107382550335565,1.3120805369127515,753.0,2.5268456375838926,34.11,-118.18,1.838
2.3984,44.0,3.9127906976744176,1.1569767441860466,1204.0,3.5,34.11,-118.18,1.5219999999999998
2.286,38.0,3.5962732919254656,0.9596273291925466,1051.0,3.2639751552795038,34.11,-118.19,1.693
3.4227,26.0,3.748283752860412,1.0457665903890159,1155.0,2.643020594965675,34.11,-118.19,1.4380000000000002
3.2121,42.0,4.171957671957672,1.0026455026455026,1317.0,3.4841269841269837,34.1,-118.19,1.5390000000000001
2.1793,36.0,2.8819999999999997,1.068,1809.0,3.6180000000000003,34.11,-118.2,1.857
1.9355,37.0,3.7431192660550465,1.1211009174311926,1698.0,3.1155963302752294,34.11,-118.2,1.663
2.07,30.0,3.132416165090284,1.0292347377472055,4336.0,3.7282889079965607,34.1,-118.2,1.545
4.3812,32.0,5.176360225140713,0.9362101313320824,1661.0,3.1163227016885555,34.11,-118.21,2.282
5.2723,40.0,5.103030303030304,0.9575757575757576,795.0,2.409090909090909,34.1,-118.21,2.1830000000000003
3.0377,47.0,4.590415913200723,1.1491862567811937,3348.0,3.0271247739602165,34.1,-118.21,1.868
4.1213,35.0,5.239528795811519,1.031413612565445,2785.0,3.645287958115184,34.1,-118.22,2.521
2.7119999999999997,38.0,4.5895196506550215,1.0873362445414847,799.0,3.489082969432314,34.1,-118.23,1.4380000000000002
2.2788,46.0,4.490054249547921,1.061482820976492,2121.0,3.835443037974684,34.1,-118.23,1.5290000000000001
3.7437,36.0,3.7383177570093458,0.9962616822429906,1234.0,2.3065420560747665,34.1,-118.21,2.417
2.7708,34.0,4.345549738219895,1.0785340314136125,1678.0,4.3926701570680615,34.09,-118.21,1.482
4.0469,33.0,5.597058823529411,1.1352941176470588,1187.0,3.4911764705882358,34.1,-118.22,1.966
2.1687,41.0,3.2524038461538463,0.9110576923076924,1536.0,3.692307692307693,34.1,-118.23,1.57
2.5213,42.0,3.8165548098434,1.0917225950782998,1941.0,4.342281879194632,34.09,-118.22,1.4969999999999999
2.48,36.0,3.4804878048780488,1.0121951219512195,1835.0,4.475609756097562,34.09,-118.22,1.389
2.8194,45.0,4.411522633744856,1.131687242798354,996.0,4.098765432098766,34.09,-118.22,1.65
2.0476,41.0,2.720496894409938,1.248447204968944,690.0,4.285714285714286,34.09,-118.23,1.8130000000000002
4.6528,47.0,4.335820895522388,0.8768656716417911,781.0,2.914179104477612,34.13,-118.23,2.444
3.5893,48.0,5.6259541984732815,1.267175572519084,462.0,3.5267175572519083,34.13,-118.23,2.125
4.825,40.0,5.379647749510763,1.1350293542074363,1375.0,2.6908023483365953,34.13,-118.22,2.0580000000000003
4.5766,34.0,4.2,1.0275862068965518,407.0,2.8068965517241384,34.13,-118.23,1.858
4.2891,48.0,4.448979591836736,0.9727891156462584,835.0,2.8401360544217686,34.13,-118.23,2.148
2.975,37.0,4.314148681055156,1.0215827338129495,1088.0,2.6091127098321345,34.13,-118.23,2.445
3.0919,28.0,3.5095541401273884,1.0881104033970277,2670.0,2.8343949044585988,34.12,-118.22,1.854
3.5638,35.0,4.701456310679611,1.0655339805825244,1523.0,3.6966019417475726,34.12,-118.21,1.705
5.2083,36.0,5.079646017699115,0.936283185840708,1371.0,2.4265486725663723,34.11,-118.22,2.209
5.2049,37.0,5.090196078431372,0.9490196078431372,750.0,2.9411764705882355,34.12,-118.22,2.408
2.2843,28.0,3.7892156862745097,1.1397058823529411,974.0,2.3872549019607843,34.12,-118.23,1.838
3.1806,41.0,4.043333333333333,1.0033333333333334,801.0,2.67,34.12,-118.24,2.042
4.5089,32.0,4.37160751565762,1.025052192066806,1413.0,2.9498956158663883,34.12,-118.23,2.211
5.5051,31.0,5.345549738219895,1.0,495.0,2.5916230366492146,34.11,-118.23,2.235
3.3389,35.0,4.650224215246637,1.0885650224215246,3220.0,3.609865470852018,34.11,-118.23,1.871
2.8889,11.0,3.881818181818182,1.2666666666666666,1584.0,4.8,34.12,-118.25,1.531
2.6111,29.0,3.796078431372549,1.166013071895425,3320.0,4.339869281045751,34.12,-118.24,1.6880000000000002
0.8907,34.0,2.2857142857142856,0.7428571428571429,125.0,3.571428571428572,34.12,-118.24,1.5419999999999998
2.7679,50.0,5.025821596244131,1.0586854460093895,1777.0,4.171361502347418,34.11,-118.24,1.788
2.2167,39.0,3.4474474474474475,1.045045045045045,1161.0,3.4864864864864864,34.11,-118.24,1.767
3.133,33.0,4.31023102310231,1.066006600660066,2496.0,4.118811881188118,34.11,-118.23,1.56
3.1306,45.0,4.347626339969372,1.0689127105666156,1768.0,2.707503828483921,34.12,-118.26,2.14
3.6667,47.0,4.3399602385685885,1.013916500994036,1445.0,2.872763419483101,34.11,-118.26,2.109
2.8667,43.0,4.106813996316759,1.0736648250460403,1667.0,3.0699815837937385,34.11,-118.25,2.178
2.7466,43.0,3.6666666666666665,1.0478547854785478,1817.0,2.9983498349834985,34.11,-118.25,2.089
3.015,39.0,4.031339031339032,1.051282051282051,1467.0,4.17948717948718,34.11,-118.25,1.5630000000000002
3.1691,42.0,3.530092592592593,1.0555555555555556,1688.0,3.907407407407408,34.1,-118.24,1.413
3.4375,52.0,3.125,1.05,99.0,2.475,34.11,-118.25,1.7
2.625,42.0,4.152777777777779,1.0208333333333333,312.0,2.1666666666666665,34.1,-118.25,1.643
3.7184,42.0,4.781321184510251,1.0888382687927107,1935.0,2.2038724373576306,34.1,-118.25,2.773
3.5673,52.0,5.1940298507462686,1.2,749.0,2.235820895522388,34.11,-118.26,2.707
2.7685,29.0,3.658252427184466,1.1757281553398058,2320.0,2.2524271844660197,34.14,-118.27,2.045
2.1071,47.0,3.2894736842105265,0.8588516746411483,1512.0,3.617224880382775,34.13,-118.27,2.089
2.9392,46.0,3.8774038461538463,0.9519230769230768,966.0,2.3221153846153846,34.13,-118.27,2.303
3.0521,36.0,3.7695473251028813,1.1090534979423867,934.0,1.9218106995884772,34.11,-118.27,2.766
4.4094,39.0,5.127345844504021,1.227882037533512,1378.0,1.8471849865951744,34.11,-118.27,3.5260000000000002
3.6181,38.0,4.0518653321201095,1.0518653321201092,1830.0,1.665150136487716,34.11,-118.28,4.956
3.1445,45.0,4.840361445783133,0.9969879518072288,633.0,1.9066265060240963,34.11,-118.28,4.383
12.8763,50.0,7.0741839762611285,0.9258160237388724,836.0,2.4807121661721068,34.12,-118.28,5.00001
2.7348,52.0,4.071278825995806,0.9979035639412998,1375.0,2.8825995807127884,34.12,-118.26,2.0909999999999997
3.8393,52.0,4.721649484536083,1.0721649484536082,1278.0,2.6350515463917525,34.12,-118.26,2.3819999999999997
3.575,50.0,4.884892086330935,1.0551558752997603,1089.0,2.6115107913669067,34.12,-118.27,2.306
5.296,30.0,4.782758620689656,0.9827586206896552,1076.0,1.8551724137931036,34.11,-118.29,5.00001
3.0461,40.0,4.0074738415545585,1.101644245142003,1144.0,1.710014947683109,34.11,-118.29,2.6430000000000002
2.9417,39.0,4.0817843866171,1.0817843866171004,1165.0,2.1654275092936803,34.1,-118.29,2.542
3.5172,43.0,3.988344988344988,1.0326340326340326,1190.0,2.773892773892774,34.1,-118.29,2.655
2.3789,24.0,3.5848690591658583,1.0911736178467508,1685.0,1.6343355965082444,34.11,-118.29,2.667
12.9591,49.0,7.5,0.9973684210526316,1113.0,2.9289473684210527,34.11,-118.29,5.00001
3.2333,48.0,5.045296167247386,1.0278745644599303,681.0,2.372822299651568,34.11,-118.29,4.364
3.5806,52.0,5.174917491749175,1.113861386138614,1213.0,2.001650165016501,34.11,-118.3,3.9189999999999996
2.0672,37.0,2.8308431163287087,1.0565635005336178,3895.0,2.0784418356456777,34.1,-118.3,2.833
8.4389,25.0,7.718446601941747,1.058252427184466,568.0,2.7572815533980584,34.11,-118.3,5.00001
6.9391,52.0,8.244725738396626,1.0337552742616034,645.0,2.7215189873417716,34.11,-118.3,5.00001
5.8659,52.0,6.399317406143345,1.0341296928327646,735.0,2.508532423208191,34.11,-118.31,4.333
8.0073,39.0,7.266791044776119,1.0466417910447758,1271.0,2.371268656716418,34.12,-118.31,5.00001
7.2692,40.0,6.816425120772947,1.070048309178744,907.0,2.1908212560386477,34.13,-118.31,4.987
4.15,52.0,4.355044699872287,1.0217113665389528,1218.0,1.5555555555555556,34.12,-118.32,3.935
4.0833,42.0,5.1078838174273855,1.1265560165975104,857.0,1.7780082987551866,34.11,-118.32,4.343999999999999
3.2462,33.0,3.974458204334365,1.1222910216718267,2404.0,1.8606811145510835,34.11,-118.32,4.357
2.3974,48.0,3.201145311381532,1.1302791696492485,2796.0,2.0014316392269147,34.11,-118.32,4.107
2.2148,38.0,3.5160965794768613,1.1066398390342052,1939.0,1.9507042253521127,34.11,-118.33,4.383
3.0642,48.0,3.4728850325379614,1.0065075921908897,784.0,1.7006507592190891,34.11,-118.33,3.429
8.2335,37.0,5.0984682713347915,0.949671772428884,846.0,1.851203501094092,34.11,-118.33,4.302
4.0833,34.0,7.03030303030303,1.0340909090909092,540.0,2.0454545454545454,34.13,-118.32,5.00001
6.0352,23.0,4.831632653061225,1.0612244897959184,769.0,1.961734693877551,34.12,-118.33,5.00001
6.6739,45.0,5.7926829268292686,1.017073170731707,751.0,1.8317073170731708,34.13,-118.34,5.00001
4.0965,23.0,4.596984924623117,1.4301507537688445,1624.0,1.6321608040201006,34.14,-118.32,5.00001
3.6974,40.0,4.841129744042365,1.0962047661076788,2034.0,1.795233892321271,34.11,-118.34,5.00001
3.358,26.0,4.253475935828877,1.1229946524064172,1720.0,1.839572192513369,34.1,-118.35,3.645
2.9760000000000004,52.0,4.743589743589744,1.0293040293040292,578.0,2.117216117216117,34.1,-118.36,4.051
3.0179,52.0,4.765217391304348,1.0739130434782609,423.0,1.8391304347826087,34.1,-118.36,5.00001
2.8036,18.0,3.2740088105726874,1.2303964757709251,3596.0,1.5841409691629955,34.1,-118.35,2.25
2.6458,16.0,2.9897959183673466,1.0591836734693878,1648.0,1.6816326530612244,34.1,-118.35,3.722
3.9044,20.0,3.714479025710419,1.0581867388362651,1161.0,1.5710419485791611,34.1,-118.35,4.364
2.325,18.0,3.681899641577061,1.1657706093189963,2103.0,1.8844086021505375,34.1,-118.35,2.5
1.845,24.0,3.1207977207977207,1.0273504273504273,2863.0,1.6313390313390312,34.1,-118.35,2.375
4.3571,51.0,2.813813813813814,1.045045045045045,527.0,1.5825825825825826,34.11,-118.34,4.688
1.8209,29.0,2.5241106719367594,1.1478260869565218,2039.0,1.6118577075098814,34.1,-118.34,5.00001
1.5429,24.0,2.970238095238096,1.1770833333333333,1215.0,1.8080357142857144,34.1,-118.34,3.25
2.5434,28.0,3.25,1.0994152046783623,1271.0,1.8581871345029242,34.1,-118.34,2.3209999999999997
1.51,30.0,2.4884814292430653,1.149976492712741,4123.0,1.9384109073812883,34.1,-118.33,1.875
1.3157,43.0,1.9118264520643808,1.1518544436669,3049.0,2.133659902029392,34.1,-118.33,3.333
1.6903,40.0,2.4575936883629192,1.064102564102564,4828.0,2.3806706114398417,34.1,-118.31,3.5
1.7306,28.0,2.8370967741935487,1.1548387096774193,1463.0,2.359677419354839,34.1,-118.32,4.5
1.9354,35.0,2.7146984470928133,1.0693391115926327,5899.0,2.1303719754423978,34.1,-118.3,3.4
1.6112,25.0,2.4354838709677415,1.063895781637717,4865.0,3.0179900744416868,34.1,-118.3,2.625
1.5328,36.0,2.570786516853933,1.1606741573033708,3030.0,3.4044943820224716,34.1,-118.31,2.5
1.705,33.0,2.511475409836065,1.1377049180327872,918.0,3.0098360655737704,34.1,-118.31,3.5
1.625,48.0,2.31055900621118,1.0848861283643891,1610.0,3.333333333333333,34.1,-118.33,2.375
2.0888,45.0,3.130932896890344,1.1391162029459905,1552.0,2.540098199672668,34.1,-118.33,2.375
1.4005,43.0,2.5077639751552794,1.139751552795031,1460.0,2.2670807453416155,34.1,-118.32,1.9380000000000002
1.6331,34.0,2.283471837488458,1.0812557710064634,2655.0,2.451523545706371,34.09,-118.32,1.625
2.1403,30.0,2.8998272884283245,1.1778929188255614,1445.0,2.4956822107081176,34.09,-118.33,2.0
2.1866,29.0,2.6330935251798557,1.0359712230215827,691.0,2.4856115107913666,34.1,-118.33,2.5
1.625,34.0,2.9776119402985075,1.0522388059701493,482.0,3.5970149253731343,34.1,-118.31,0.675
1.8214,34.0,2.6645161290322585,1.0825806451612905,2626.0,3.3883870967741934,34.09,-118.31,2.1109999999999998
1.8977,28.0,2.7169811320754715,1.0075471698113208,891.0,3.3622641509433966,34.09,-118.31,1.0
1.8576,37.0,2.477564102564102,1.0064102564102564,835.0,2.676282051282051,34.09,-118.31,1.9380000000000002
2.0341,32.0,3.0432432432432432,1.0324324324324323,626.0,3.383783783783784,34.09,-118.32,2.5
2.5556,27.0,1.875,0.875,332.0,2.9642857142857144,34.09,-118.32,1.75
1.7325,36.0,2.6145339652448656,1.0900473933649288,1957.0,3.091627172195893,34.1,-118.32,2.219
2.0557,34.0,2.2633996937212864,1.0336906584992342,1976.0,3.0260336906584997,34.09,-118.32,2.25
