,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
1275,CK39096,Oregon,5619.689084000001,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L3,Offer2,Web,1027.0000289999998,SUV,Medsize
1276,QV19964,Oregon,2599.2896,No,Basic,Doctor,2/1/11,Employed,M,33947,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.213037,Four-Door Car,Medsize
1277,BF72793,California,6732.970948,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,62,10,31,0,2,Personal Auto,Personal L3,Offer2,Agent,446.4,Two-Door Car,Medsize
1278,WB12017,California,18321.866469999997,No,Basic,College,1/3/11,Employed,F,21189,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Two-Door Car,Medsize
1279,PB43222,Washington,9102.902306999998,No,Premium,Doctor,2/22/11,Employed,M,73759,Suburban,Married,114,2,25,3,6,Personal Auto,Personal L3,Offer1,Agent,547.2,Four-Door Car,Small
1280,AY84441,Oregon,4002.8575939999996,No,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,114,3,93,0,1,Personal Auto,Personal L2,Offer3,Call Center,820.8,SUV,Medsize
1281,JQ65500,Oregon,8620.997439,No,Premium,Bachelor,2/24/11,Employed,F,44988,Suburban,Married,108,30,57,0,3,Corporate Auto,Corporate L2,Offer1,Web,518.4,Two-Door Car,Medsize
1282,OI29521,Oregon,10388.985999999999,No,Extended,College,1/10/11,Employed,F,33432,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,Medsize
1283,MJ51323,Oregon,8427.172486,Yes,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize
1284,QI64880,California,7007.274228,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Offer2,Branch,973.7871759999999,SUV,Medsize
1285,HV93429,Oregon,5176.579135,No,Basic,Master,2/4/11,Employed,F,23636,Rural,Married,65,19,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,81.452537,Four-Door Car,Large
1286,TA89713,Oregon,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,57.712984999999996,Sports Car,Medsize
1287,IE15348,Washington,4067.0047369999997,No,Basic,High School or Below,1/9/11,Employed,F,28466,Urban,Married,102,33,91,0,1,Personal Auto,Personal L3,Offer3,Agent,371.80262799999997,SUV,Medsize
1288,LE65901,Oregon,4434.941371,No,Basic,Bachelor,2/20/11,Employed,F,58082,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.022126,SUV,Medsize
1289,FF68864,Arizona,14010.527419999999,No,Basic,Bachelor,1/28/11,Employed,F,36523,Rural,Married,71,28,67,0,2,Personal Auto,Personal L1,Offer2,Web,101.353875,Four-Door Car,Medsize
1290,YX99200,Nevada,12350.05824,No,Premium,Bachelor,1/9/11,Employed,M,54710,Urban,Married,103,13,46,0,2,Personal Auto,Personal L3,Offer3,Branch,294.058449,Two-Door Car,Medsize
1291,LZ26801,California,8161.576876,No,Basic,High School or Below,2/7/11,Employed,F,73466,Rural,Married,102,2,71,1,6,Personal Auto,Personal L1,Offer3,Call Center,204.74051,SUV,Medsize
1292,TA66375,Oregon,11009.130490000001,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L2,Offer2,Agent,1358.4,Luxury Car,Medsize
1293,SC92090,Arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large
1294,TK40018,Oregon,5917.466603,No,Premium,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,169,31,77,0,1,Personal Auto,Personal L3,Offer4,Agent,1207.084251,SUV,Medsize
1295,ZD63451,California,2503.660407,No,Basic,Bachelor,1/11/11,Employed,M,53338,Rural,Married,63,24,35,1,1,Personal Auto,Personal L2,Offer4,Agent,35.45384,Four-Door Car,Medsize
1296,ZA83961,Washington,12682.25069,No,Extended,High School or Below,1/20/11,Employed,M,75203,Suburban,Single,80,0,13,1,2,Corporate Auto,Corporate L2,Offer1,Call Center,384.0,Four-Door Car,Medsize
1297,DT35588,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize
1298,VF87723,California,10487.74332,No,Extended,College,2/24/11,Employed,M,30658,Suburban,Married,89,6,67,0,2,Personal Auto,Personal L3,Offer2,Branch,441.75758499999995,Four-Door Car,Medsize
1299,QP69826,Arizona,3567.5037549999997,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.4304559999999,SUV,Medsize
1300,UW37050,Oregon,19896.42226,No,Extended,Bachelor,1/15/11,Employed,F,60420,Urban,Married,248,8,74,0,8,Personal Auto,Personal L2,Offer2,Web,632.9443660000001,Luxury SUV,Medsize
1301,UH62254,Oregon,21423.63723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize
1302,BU41599,Washington,5581.761297999999,No,Basic,Master,2/28/11,Employed,F,62739,Urban,Divorced,70,29,80,0,3,Personal Auto,Personal L1,Offer2,Call Center,239.32857099999998,Two-Door Car,Medsize
1303,DB71122,California,3515.831889,No,Extended,Doctor,1/31/11,Medical Leave,F,15144,Urban,Married,90,2,71,0,1,Personal Auto,Personal L2,Offer3,Agent,372.652536,Four-Door Car,Medsize
1304,TM14491,California,12036.620509999999,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17,61,0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize
1305,OY94707,California,3609.798318,No,Extended,College,2/16/11,Employed,M,58297,Suburban,Married,97,19,94,5,1,Special Auto,Special L3,Offer1,Agent,647.039443,Four-Door Car,Small
1306,LN55080,Oregon,17732.46488,No,Basic,Bachelor,2/14/11,Employed,F,42191,Rural,Married,74,2,43,1,2,Special Auto,Special L2,Offer1,Call Center,68.647736,Two-Door Car,Medsize
1307,TZ47750,Nevada,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.8888450000001,Four-Door Car,Small
1308,SJ74501,Arizona,5866.424273,No,Basic,Bachelor,1/15/11,Employed,F,26608,Urban,Married,73,12,14,0,6,Personal Auto,Personal L2,Offer3,Agent,234.234301,Two-Door Car,Medsize
1309,LE26899,California,4825.5008689999995,No,Basic,Doctor,2/15/11,Unemployed,M,0,Urban,Married,63,8,27,0,9,Personal Auto,Personal L2,Offer3,Branch,272.843439,Four-Door Car,Medsize
1310,ML34366,California,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L2,Offer2,Agent,57.712984999999996,Sports Car,Medsize
1311,EI45850,California,7778.005623,No,Basic,Bachelor,1/19/11,Disabled,F,25970,Suburban,Married,72,18,30,3,2,Personal Auto,Personal L2,Offer4,Branch,430.818992,Four-Door Car,Small
1312,LD75023,Oregon,26346.08582,No,Extended,High School or Below,1/20/11,Employed,M,48268,Suburban,Divorced,223,28,26,0,2,Personal Auto,Personal L2,Offer1,Web,1605.6,Luxury SUV,Medsize
1313,JW12998,California,14866.451159999999,No,Extended,High School or Below,2/9/11,Employed,F,24279,Suburban,Married,126,16,97,0,2,Personal Auto,Personal L2,Offer2,Branch,604.8,Sports Car,Medsize
1314,LP47259,Arizona,8324.23271,No,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,121,11,92,0,5,Corporate Auto,Corporate L3,Offer2,Branch,871.2,Sports Car,Medsize
1315,XD21246,Oregon,9238.305998,No,Extended,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,128,30,26,0,5,Personal Auto,Personal L3,Offer1,Agent,921.6,SUV,Medsize
1316,DW59142,Nevada,22693.29076,No,Basic,High School or Below,2/28/11,Employed,F,71879,Rural,Single,64,1,64,0,2,Corporate Auto,Corporate L3,Offer2,Web,9.163065,Two-Door Car,Medsize
1317,KX54900,Arizona,6236.0185950000005,No,Extended,Doctor,1/9/11,Employed,M,57760,Urban,Single,78,9,67,0,3,Special Auto,Special L2,Offer2,Call Center,223.95008900000002,Four-Door Car,Medsize
1318,XV83643,California,5012.184756000001,No,Extended,College,1/24/11,Employed,M,20976,Suburban,Married,129,20,86,1,1,Personal Auto,Personal L3,Offer1,Agent,735.6837690000001,Sports Car,Large
1319,RX19151,Washington,8176.576795999999,No,Basic,Bachelor,2/28/11,Employed,M,67137,Urban,Married,111,0,49,5,6,Personal Auto,Personal L1,Offer2,Agent,314.88032599999997,SUV,Medsize
1320,ZH42145,Washington,2582.862313,No,Basic,High School or Below,2/22/11,Employed,F,50148,Suburban,Married,65,0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.48523900000004,Four-Door Car,Small
1321,ET79528,California,3118.981095,No,Extended,College,1/10/11,Employed,M,23008,Rural,Married,79,29,49,1,1,Personal Auto,Personal L1,Offer2,Call Center,80.663097,Four-Door Car,Medsize
1322,GH36606,Washington,2938.07856,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Single,82,12,67,0,1,Personal Auto,Personal L2,Offer3,Agent,590.4,Four-Door Car,Medsize
1323,BC66536,Arizona,6883.686618000001,No,Extended,High School or Below,2/26/11,Employed,F,84869,Suburban,Married,85,5,65,0,4,Corporate Auto,Corporate L2,Offer2,Web,408.0,Four-Door Car,Medsize
1324,PN22481,Oregon,2215.912948,No,Basic,College,1/6/11,Unemployed,M,0,Suburban,Single,66,21,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Medsize
1325,VD27065,Washington,4297.018104,No,Premium,Bachelor,2/10/11,Employed,M,86860,Suburban,Married,107,13,29,0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,Four-Door Car,Small
1326,IF38438,Arizona,21522.947490000002,No,Extended,High School or Below,2/14/11,Employed,F,44695,Rural,Married,79,14,51,2,2,Personal Auto,Personal L2,Offer1,Call Center,81.16632299999999,Two-Door Car,Medsize
1327,ZC62609,Oregon,2761.6916929999998,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,77,35,38,0,1,Personal Auto,Personal L1,Offer1,Branch,554.4,Four-Door Car,Small
1328,FD64348,Oregon,22563.61838,No,Basic,High School or Below,1/17/11,Employed,M,23046,Rural,Married,65,18,7,3,2,Personal Auto,Personal L3,Offer4,Branch,1.687291,Two-Door Car,Large
1329,TA58285,Oregon,5285.918307,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Married,73,1,44,0,4,Personal Auto,Personal L1,Offer2,Branch,392.951076,Two-Door Car,Small
1330,WV66165,Oregon,35062.64795,No,Basic,High School or Below,2/4/11,Employed,F,84811,Rural,Single,111,27,38,0,2,Personal Auto,Personal L2,Offer2,Branch,278.284943,SUV,Small
1331,YE27183,Oregon,5913.1990240000005,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Medsize
1332,TI47802,California,2593.398672,No,Basic,Master,2/1/11,Unemployed,F,0,Suburban,Married,69,29,35,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Medsize
1333,ZZ44902,Arizona,12692.67092,No,Premium,High School or Below,1/25/11,Employed,M,40117,Suburban,Married,108,6,55,0,2,Personal Auto,Personal L1,Offer3,Agent,750.082794,Two-Door Car,Small
1334,JD73594,Oregon,3309.11965,No,Extended,Bachelor,2/22/11,Employed,M,72140,Suburban,Divorced,87,22,66,2,1,Personal Auto,Personal L3,Offer3,Agent,417.6,Four-Door Car,Large
1335,ZV93969,Washington,4754.4496469999995,No,Extended,College,1/4/11,Unemployed,F,0,Suburban,Single,136,5,46,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,652.8,SUV,Medsize
1336,JS55721,California,2413.93064,No,Basic,College,1/20/11,Disabled,M,12495,Suburban,Divorced,65,32,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,312.0,Four-Door Car,Medsize
1337,ZB62469,California,2161.685527,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize
1338,HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,72,4,72,0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large
1339,TJ76363,Arizona,10629.21789,No,Extended,Doctor,1/29/11,Employed,F,36495,Rural,Married,133,14,97,1,3,Corporate Auto,Corporate L3,Offer2,Agent,229.930796,SUV,Medsize
1340,QZ58370,Nevada,11820.1098,No,Extended,Bachelor,2/22/11,Employed,F,86801,Urban,Married,98,5,20,0,2,Personal Auto,Personal L3,Offer4,Branch,371.108203,Four-Door Car,Medsize
1341,RF44930,California,4964.63152,No,Basic,College,1/29/11,Employed,M,52679,Rural,Married,62,21,3,0,4,Personal Auto,Personal L3,Offer2,Agent,117.998498,Four-Door Car,Medsize
1342,VJ44100,California,9122.92563,No,Basic,Master,2/15/11,Employed,M,90804,Urban,Married,113,29,67,0,5,Personal Auto,Personal L1,Offer2,Call Center,434.09775999999994,Sports Car,Small
1343,PM13394,Washington,5309.435869,No,Basic,College,2/5/11,Medical Leave,F,22404,Urban,Married,70,0,62,1,4,Personal Auto,Personal L3,Offer1,Agent,211.136067,Four-Door Car,Medsize
1344,NL80137,Oregon,3460.66504,No,Extended,College,1/16/11,Disabled,F,14262,Urban,Married,90,27,9,0,1,Personal Auto,Personal L3,Offer1,Agent,290.432527,Four-Door Car,Medsize
1345,NZ57065,Oregon,2872.980808,No,Basic,Bachelor,1/22/11,Employed,M,36844,Urban,Married,73,10,11,0,1,Personal Auto,Personal L3,Offer2,Agent,283.966321,Four-Door Car,Medsize
1346,NM42917,Arizona,9927.877698999999,No,Extended,College,1/12/11,Employed,F,58703,Rural,Married,127,32,26,2,6,Personal Auto,Personal L3,Offer3,Agent,227.91607599999998,SUV,Small
1347,RR68322,Nevada,3482.687007,No,Extended,High School or Below,1/3/11,Employed,M,65162,Rural,Married,86,11,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,134.43008400000002,Four-Door Car,Medsize
1348,OF78862,Oregon,3991.727249,No,Extended,College,2/11/11,Employed,F,54964,Suburban,Married,99,13,53,0,1,Personal Auto,Personal L2,Offer1,Agent,525.515271,Four-Door Car,Medsize
1349,SC93784,Oregon,5510.107444,No,Basic,Bachelor,1/10/11,Employed,M,61401,Rural,Married,69,8,77,0,3,Personal Auto,Personal L2,Offer1,Call Center,144.439335,Four-Door Car,Medsize
1350,CM59084,Oregon,3600.9343259999996,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,694.598288,SUV,Medsize
1351,QA41558,Oregon,5419.45812,No,Basic,Master,1/6/11,Employed,F,73536,Urban,Married,67,29,27,0,6,Personal Auto,Personal L1,Offer2,Branch,172.51852399999999,Two-Door Car,Medsize
1352,SD62061,Oregon,5810.630529,No,Basic,High School or Below,2/17/11,Employed,F,24860,Suburban,Married,73,2,35,0,8,Personal Auto,Personal L2,Offer4,Web,350.4,Four-Door Car,Large
1353,VP13613,California,3942.725768,No,Extended,Bachelor,1/3/11,Employed,M,65404,Urban,Married,99,16,79,0,1,Personal Auto,Personal L2,Offer2,Branch,300.703109,Four-Door Car,Large
1354,HF96939,Oregon,3126.271893,No,Extended,High School or Below,2/18/11,Employed,M,34510,Suburban,Divorced,81,0,54,0,1,Personal Auto,Personal L3,Offer2,Agent,388.8,Four-Door Car,Small
1355,DU18362,California,3530.0077450000003,No,Premium,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,108,7,55,0,1,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Two-Door Car,Medsize
1356,RK24470,Washington,5029.296953,No,Basic,Bachelor,1/19/11,Employed,M,40113,Urban,Divorced,67,2,43,3,5,Corporate Auto,Corporate L2,Offer1,Branch,262.047663,Two-Door Car,Medsize
1357,XQ19793,Arizona,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
1358,OB77084,Oregon,2202.3352,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Married,61,2,34,1,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Two-Door Car,Medsize
1359,PS69748,Washington,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L3,Offer2,Agent,355.2,Four-Door Car,Large
1360,JE13986,Arizona,10373.88882,No,Extended,College,1/2/11,Employed,F,62587,Suburban,Married,86,30,47,0,2,Personal Auto,Personal L1,Offer2,Branch,412.8,Four-Door Car,Medsize
1361,TP41703,Washington,7250.029606,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,69,17,10,0,2,Personal Auto,Personal L3,Offer4,Call Center,496.8,Two-Door Car,Medsize
1362,LD49835,California,4307.422775,No,Basic,High School or Below,1/17/11,Employed,M,73345,Suburban,Married,107,7,62,0,1,Personal Auto,Personal L1,Offer4,Agent,513.6,SUV,Medsize
1363,EK19337,Oregon,3040.253837,No,Extended,High School or Below,1/31/11,Unemployed,F,0,Suburban,Single,83,30,44,0,1,Personal Auto,Personal L3,Offer1,Agent,989.105367,Four-Door Car,Small
1364,GD55093,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
1365,NN68193,Washington,5391.078171,No,Extended,College,2/20/11,Employed,M,21440,Suburban,Married,135,7,19,0,1,Personal Auto,Personal L3,Offer3,Agent,972.0,SUV,Medsize
1366,TJ30354,Oregon,5285.307579,No,Basic,Bachelor,1/22/11,Employed,F,22627,Suburban,Married,67,19,43,0,8,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize
1367,TA75663,California,8024.992989,No,Basic,Master,2/12/11,Employed,F,38702,Rural,Married,101,7,32,3,3,Personal Auto,Personal L3,Offer1,Web,253.36433300000002,SUV,Large
1368,WG15841,California,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
1369,LO68739,Arizona,7739.550403,No,Extended,Bachelor,1/3/11,Employed,F,64859,Urban,Married,96,24,11,0,8,Personal Auto,Personal L2,Offer3,Call Center,266.949266,Four-Door Car,Medsize
1370,HM20544,Washington,2175.740021,No,Basic,College,2/5/11,Unemployed,F,0,Suburban,Single,61,31,15,0,1,Personal Auto,Personal L3,Offer1,Web,479.097472,Four-Door Car,Medsize
1371,EG56026,Nevada,3275.16199,No,Extended,High School or Below,1/23/11,Employed,F,69263,Suburban,Married,81,8,12,2,1,Personal Auto,Personal L3,Offer3,Agent,494.847804,Two-Door Car,Medsize
1372,VF21395,Oregon,2652.695343,No,Basic,Bachelor,1/1/11,Employed,M,82655,Suburban,Married,66,8,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Medsize
1373,SI11249,California,5048.2262439999995,No,Basic,High School or Below,2/11/11,Employed,F,29401,Suburban,Single,65,30,56,0,4,Personal Auto,Personal L3,Offer1,Branch,312.0,Four-Door Car,Small
1374,IK99137,Washington,5515.41017,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Divorced,79,5,62,0,7,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small
1375,VO87785,Arizona,4858.429375,No,Basic,College,2/12/11,Employed,F,26480,Suburban,Divorced,63,13,17,0,3,Personal Auto,Personal L1,Offer2,Call Center,378.69523799999996,Two-Door Car,Medsize
1376,FS29897,Oregon,2144.921535,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Single,61,34,35,1,1,Personal Auto,Personal L1,Offer2,Agent,292.8,Four-Door Car,Medsize
1377,JG36165,California,6042.618486,No,Extended,Bachelor,1/1/11,Unemployed,M,0,Suburban,Single,83,12,21,0,5,Personal Auto,Personal L1,Offer4,Web,904.385726,Two-Door Car,Medsize
1378,SJ42058,Oregon,3387.203337,No,Extended,High School or Below,1/20/11,Employed,F,73268,Rural,Married,84,18,18,0,1,Personal Auto,Personal L3,Offer3,Agent,93.623377,Four-Door Car,Medsize
1379,CU13711,Oregon,10864.27491,No,Basic,Doctor,2/9/11,Employed,F,95579,Urban,Single,67,19,78,0,2,Personal Auto,Personal L1,Offer1,Agent,308.63115899999997,Four-Door Car,Medsize
1380,GT65065,Oregon,8842.650023999999,No,Basic,Master,2/21/11,Employed,F,42142,Urban,Single,112,1,8,0,3,Personal Auto,Personal L3,Offer4,Branch,396.17554,Sports Car,Medsize
1381,UN39066,Washington,4389.279424,No,Basic,Bachelor,2/6/11,Employed,M,26676,Suburban,Married,112,7,96,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Large
1382,UQ85283,California,30763.25637,No,Basic,Bachelor,1/6/11,Employed,M,41279,Rural,Single,115,1,30,0,2,Personal Auto,Personal L3,Offer3,Agent,251.42998799999998,Sports Car,Medsize
1383,YF80144,Washington,20725.37773,No,Premium,Bachelor,2/2/11,Disabled,M,15529,Suburban,Married,273,1,64,0,9,Personal Auto,Personal L3,Offer3,Branch,1965.6,Luxury SUV,Small
1384,GE29173,Nevada,8591.305411,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,128,4,24,0,6,Corporate Auto,Corporate L2,Offer1,Branch,1448.994134,SUV,Medsize
1385,DF21541,Arizona,2646.573754,No,Basic,College,1/28/11,Disabled,F,23170,Suburban,Divorced,71,21,67,0,1,Personal Auto,Personal L3,Offer1,Call Center,340.8,Four-Door Car,Medsize
1386,JL59571,Oregon,4607.244307,No,Basic,Bachelor,1/7/11,Disabled,F,17343,Urban,Single,63,9,92,0,5,Corporate Auto,Corporate L3,Offer2,Branch,208.659743,Two-Door Car,Medsize
1387,DF94525,Oregon,4860.62003,No,Basic,College,1/23/11,Medical Leave,M,25854,Suburban,Single,68,24,37,0,9,Personal Auto,Personal L3,Offer1,Branch,396.284835,Four-Door Car,Medsize
1388,YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize
1389,MP76478,Washington,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Corporate Auto,Corporate L3,Offer2,Branch,369.818708,SUV,Large
1390,HO92982,California,8405.752991,No,Basic,High School or Below,1/30/11,Employed,M,85355,Suburban,Married,71,34,47,2,2,Personal Auto,Personal L2,Offer2,Call Center,458.568921,Two-Door Car,Small
1391,MZ24175,Arizona,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize
1392,YD48962,Arizona,29412.2893,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Suburban,Divorced,107,0,62,0,2,Personal Auto,Personal L3,Offer3,Agent,513.6,SUV,Medsize
1393,QB47024,Washington,5898.733666,No,Extended,Bachelor,2/17/11,Employed,F,53998,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize
1394,MF18493,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize
1395,EP61084,Nevada,3218.608644,No,Extended,High School or Below,1/13/11,Employed,F,68776,Rural,Married,80,28,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,87.861666,Four-Door Car,Medsize
1396,EN38348,Oregon,23207.26972,No,Extended,High School or Below,1/16/11,Employed,F,45039,Rural,Married,96,27,94,0,2,Personal Auto,Personal L2,Offer1,Agent,192.144838,Four-Door Car,Large
1397,HJ15383,Washington,8032.401911,No,Basic,Master,2/9/11,Employed,M,27658,Rural,Married,68,4,75,0,2,Personal Auto,Personal L2,Offer3,Call Center,160.07526000000001,Four-Door Car,Medsize
1398,LS98306,Nevada,13918.5348,No,Premium,High School or Below,1/8/11,Employed,M,64113,Suburban,Divorced,117,24,32,0,2,Special Auto,Special L3,Offer1,Agent,561.6,Four-Door Car,Medsize
1399,PZ47477,Arizona,8966.309774,No,Extended,High School or Below,1/30/11,Employed,M,41829,Suburban,Married,76,11,41,0,2,Personal Auto,Personal L2,Offer2,Call Center,416.365369,Two-Door Car,Medsize
1400,LT32391,California,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize
1401,KK30016,Nevada,5532.629846,No,Basic,Master,1/5/11,Employed,M,27722,Suburban,Divorced,69,3,29,0,9,Personal Auto,Personal L3,Offer3,Call Center,331.2,Four-Door Car,Medsize
1402,OA89218,Nevada,11660.572979999999,No,Premium,College,2/19/11,Employed,F,21506,Suburban,Divorced,151,11,42,0,4,Personal Auto,Personal L3,Offer2,Agent,826.658992,Sports Car,Medsize
1403,CY47265,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.27855700000003,Four-Door Car,Large
1404,ZI47663,Arizona,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.36595800000003,SUV,Medsize
1405,GO14008,Oregon,5398.098108,No,Basic,Bachelor,1/21/11,Employed,F,73775,Suburban,Divorced,67,14,51,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize
1406,BC43958,California,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Corporate Auto,Corporate L1,Offer2,Agent,386.031248,Four-Door Car,Small
1407,AI61368,Nevada,17651.96339,No,Extended,High School or Below,1/31/11,Medical Leave,F,22510,Suburban,Single,95,19,48,0,2,Personal Auto,Personal L3,Offer1,Web,456.0,Four-Door Car,Small
1408,UF37831,Arizona,17029.89338,No,Extended,Master,2/9/11,Employed,M,54613,Urban,Divorced,213,29,62,0,5,Personal Auto,Personal L3,Offer1,Call Center,731.5590070000001,Luxury SUV,Medsize
